system   W            wsystem.c:504  load_library_at_path             [   0.00057] Failed to load C:\Users\Brad\Desktop\Dropbox\Grand Tale\Game\Tools\MapEditorV2\MapEditor\Debug\d3d9.dll (error: 126)
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.26770] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.26812] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.26814] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.26856] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.26858] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.26900] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.26902] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.26947] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.26949] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.27010] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.27013] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.27064] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.27067] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.27115] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.27117] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.27174] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.27176] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.27224] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.27227] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.27276] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.27279] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.27320] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.27322] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.27367] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.27369] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.27420] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.27423] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.27469] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.27472] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.27517] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.27519] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.27615] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.27617] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.27662] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.27664] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.27706] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.27707] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.27750] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.27752] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.27796] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.27798] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.27838] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.27840] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.27884] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.27886] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.27928] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.27930] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.27983] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.27985] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.28025] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.28027] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.28066] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.28068] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.28109] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.28111] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.28151] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.28153] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.28196] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.28198] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.28241] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.28242] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.28284] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.28286] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.28325] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.28330] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.28391] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.28394] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.28435] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.28437] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.28484] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.28486] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.28529] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.28531] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.28588] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.28590] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.28641] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.28646] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.28701] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.28703] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.28763] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.28765] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.28813] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.28815] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.28860] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.28862] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.28904] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.28906] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.28948] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.28950] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.28994] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.28996] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.29038] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.29040] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.29090] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.29093] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.29164] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.29166] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.29239] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.29241] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.29283] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.29285] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.29327] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.29329] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.29378] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.29380] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.29420] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.29422] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.29469] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.29471] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.29514] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.29516] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.29566] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.29568] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.29608] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.29610] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.29651] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.29653] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.29694] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.29695] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.29736] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.29738] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.29779] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.29781] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.29822] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.29824] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.29864] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.29866] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.29906] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.29908] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.29949] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.29951] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.29992] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.29994] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.30033] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.30035] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.30075] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.30077] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.30116] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.30118] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.30184] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.30186] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.30227] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.30229] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.30270] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   0.30272] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   0.30312] _al_d3d_sync_bitmap (system) ref count == 1
